title,desc
右划看大厂程序员如何变老变秃？？？,"不知不觉已经要工作三年了！！！天天熬夜加班健身头发依然坚挺！！
	
哎，虽然目前互联网行业有所衰退，但是对于小镇普通家庭，我们这一代赚钱的最好方式之一，仍然是读个计算机专业，毕业进大厂去做程序员。
	
我非常赞同我是幸运的，是吃到时代一点红利的，但是每个人的路都不一样，对于大部分普通人而言，我们通往快乐的阈值是差不多的。
	
可能幸福的最大来源并不是物质上有多么充沛。而是我们一路上的颠来倒去，翻山越岭的折腾，终是有了一些回报。"
攻击程序员最薄弱的地方,﻿
程序员有哪些经典的笑话,
从游戏大厂裸辞一年的程序员,跟大家分享一下我最近的感受以及感悟
一般人真看不懂！只有程序员才能看懂的梗图,"·
看完是不是怀疑人生被装了监控器？
·"
AI正在拉大程序员差距,"👨‍💻 作为一线程序员，我最近有个有趣的观察：AI并没有像很多人预期的那样让大家的水平变得差不多，反而在不知不觉中拉大了差距。
💭 每天高频使用Claude让我感触很深。经常有同事跟我抱怨说AI不够好用，解决不了问题。但当我帮他们看时，往往发现问题出在需求描述上 —— 如果不能把问题转化成清晰的程序思维，再好的AI也帮不上忙。
🚀 现实是，一个懂得驾驭AI的程序员，效率已经达到了惊人的水平。他不只是在写代码，而是在做任务拆分和顶层设计，让AI各司其职。说实话，这样的工作方式让我感觉自己更像是带着一个小团队，而不是单打独斗。
✨ AI正在打破编程领域的专业壁垒。比如我，本来是个算法工程师，但现在可以轻松写前端代码。因为有了AI的帮助，程序思维是相通的，技术栈不再是限制。
⚠️ 当然，AI也不是万能的。它经常在处理复杂需求时顾此失彼，尤其是在项目的最后一公里。但这恰恰是经验丰富的程序员能发挥价值的地方 —— 在关键时刻点拨几下，就能化解难题。
🎯 说到底，AI时代考验的是一个程序员的思维能力和驾驭技术的本领，而不仅仅是编码速度。这种差距，可能会比以往更加明显。"
程序员摘下眼镜变呆狗,"时而是个人
时而是吗喽
时而是牛马
时而是呆狗
真是丰富多彩的狗生！"
黑马java培训班就业是真的吗？,
大连程序员💰8年编程能力+工资成长史,"2016年的时候，参加了Java培训班，学了Java基础，SQL，Spring，Mybatis，填鸭式教学，三个月速成。
	
从培训班毕业我就去埃森哲了，工资好低啊，才3300。培训班学了三个月，虽然让我找到了工作，但其实很多基础概念我都似懂非懂，比如我不会自己定义一个异常，并且处理这个异常，我只会处理已有的异常类型。还有一些知识学完就忘了，主要的能力就是会抄，领导给我的工作基本也都是仿造某一个功能做一个相似的功能。
	
那时候年纪轻刚入行，不知道该学点啥，我就什么都学了点，css, html, 数据结构，设计模式，不管有没有用，能不能懂，反正都买本书看看。
	
后来我嫌工资低我就跑去富达了，我在富达接触了一些之前没用过的东西，比如CI/CD， Docker，Typescript， 自动化测试等等。工作轻松，上班的时候就有时间学点东西，不需要花额外的时间学习了。在那干了两年，技术一般吧，倒是英语突飞猛进，从基本听不懂外国人说话到能1对1和外国人开会了。
	
然后我又跳槽了，去花旗又接触了点新的东西，用了Redis， Kafka， Solace等中间件。活很多，卡卡写代码，debug，进步挺快的，还能帮新人解决解决问题，有时候觉得自己挺厉害的，就干Java，没什么不会写的，觉得自己不用再努力了，可以吃几年老本了。
	
老本还吃几个月就被裁了，然后找了个全栈的活，开始做Angular了，感觉还行吧，不简单也不难。但还是需要系统的学习一下。
	
总而言之，这8年也挺不容易的，把很多精力放在挣钱上，有时候忽视了自己的健康。上班累了总觉得不想动弹，就不爱运动，压力大的时候，只有美食才能安慰我，也会暴饮暴食，导致胃消化不好，总胀得慌。以前是硬撑着不管，但是人到了一定时候，还是会注重一下肠胃管理。
	
求教有一样问题的同事，被安利了达喜消化酶，里面含有四种酶成分，食物里蛋白质、脂肪和淀粉基本能对应上。而且是肠胃分开起效。胃里消化食物的进度总能感受到似的，也快不少。
	
怪不得同事不怎么困扰呢，脆皮打工人消化顺利，身体舒服了，才能放更多精力在工作上。"
来了来了！看看字节程序员的 上班 vs 下班,"我为公司证明，字节和心脏 可以同时跳动！
周末总要过点不一样的生活📸"
奔现后互相嫌弃，程序员男朋友形象大改造,第一次波折的见面之后，虽然确立了恋爱的关系，但还是决定对男朋友的形象进行一次大的改造[萌萌哒R]
10：30下班的程序员，长这样，还能要嘛😢,"强打精神拍的🙃
我没涂唇膏！也没画眼线！头发也是真的！
这天气骑车有点冻手…冻手…冻手…"
拍摄花絮|会不会爷爷只是一个22岁的程序员,"爷爷的粉丝在哪里？？？？？让我看到你们的双手！🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
	
哈哈哈哈哈哈哈哈哈哈hhhhhhhhhhh爷爷是素食主义者，优雅的法国人呢~
这次拍摄他的脚受伤了，走路不太方便，希望爷爷快快康复呀~~~~"
干了13年的女程序员👩‍💻右滑看现状😥,"哈喽宝子们，我是做软件的阿贤[飞吻R]
小[红薯R]很多人问我，创业开一家软件公司难不难呀？
	
难呀，我今年34岁了，从一名程序员到开软件公司，没有股东，独自承担起一家公司全部开支💰
这种压力之下，到底是用什么样的工作状态[哭惹R]
	
住的远就搬到公司住，方便陪程序员加班到深夜[笑哭R]
业务不好就把大场地换小场地，开支小了就可以再多撑几个月[笑哭R]遇到行业寒冬就把房给卖了，给员工发工资[笑哭R]
	
这14年一路披荆斩棘，有时候我自己都在想，我这么辛苦是为了什么❓
	
早些年在软件开发行业还没有稳定的阶段，靠着敢打敢拼的性格，在市场初期我的确赚了不少钱，一时风光无限
	
可近几年来呢，随着疫情带来的市场下行[失望R]加上机构众多，从业人员增加，个人低价越来越多，这就导致公司业务下滑严重。这个时候我知道只能放手一搏了。我们静下心来审时度势，甚至压上了所有积蓄，即使转型研发了属于自己公司的产品。
	
同时我也增加了小红书推广这个营销曝光渠道下压。朝阳欲坠的边缘，终于又把公司拉上了正轨🌟
	
14年间经历过几场危机，让我也更加注重了公司的风险把控，再也不敢像以前一样乱花钱了[汗颜R]
	
因为我知道所有的项目都有其存在固定的周期性，对于创业者来说，赚💰是分阶段的，抓住了一个机遇，很可能就能乘风而上了，但是更多的时候我们只能折伏起来，努力的扎根🌳
	
我是阿贤，90后软件公司老板🌈
致力分享各种的软件经验/创业思路🔥
期待同频共振~🌟"
软件开发程序员,96年的我已经28岁了，做软件开发4年，月薪20k，每天除了敲代码，还是敲代码，偶尔接私活自己赚点外快，不抽烟不喝酒，有车有房，每个月能存点嫁妆，简单朴素的我还是单身一人，是不是给95后丢脸了
程序员医生律师哪个职业生涯累计收入最高,国外三大人上人行业，程序员大前期，医生大后期，律师算资源型行业吃到资源的发展曲线（金融对资源门槛要求太高所以不列进来了）。
在改了在改了，有bug 就提给我,"提测后又开启了改bug 日常，又是一轮呀～
提吧提吧，俺写的俺都认
	
上个厕所回来接着改，今天改不完明天接着改"
躺平选手，东京互联网大厂研发薪资爆料💥,"日本东京，日系互联网大厂后台开发投稿✨
bg国内985本日本硕，弱电专业非科班，2年经验
按现汇率算税前 26k*14
全远程办公，7.5h/天弹性工作制
一年12-20天年假，按在职年数递增
技术氛围很好，大佬巨多
和国内还有北美相对待遇不高，但日企没有特殊情况不能裁员，适合躺平选手"
发现旁边组的  java开发小女生 被裁了,"哎，很内向 也挺可爱的一个姑娘 刚毕业   入职时候还帮她解决过数据库链接问题 看到她 经常加班到晚上
	
今天发现 她入职一个多月就被裁了 [哭惹R][哭惹R]
	
听说被裁前 还在公司周围刚租好房子[哭惹R][哭惹R]
听说被裁是因为那个组只要高级开发 不要初级的
为什么 这个不能对一个刚入社会的学生友善些  更何况是个女孩子 [哭惹R][哭惹R]"
程序员找对象容易吗,程序员找对象是不是嘎嘎乱杀呀
为什么程序员高薪却劝退？,"为什么程序员明明是高薪职业,却越来越多人劝退?
朋友做产品经理的,35岁就坐上了总监位置,不加班还能远程办公。程序员却要天天996,40岁还在担心会不会被20多岁的新人取代。"
请对程序员男朋友祛魅,"看了好多帖子说希望找一个程序员男朋友
总结下来几点原因大概是 钱多事少鼠的早
苯人也是程序员 秉持着对程序员祛魅的原则进行如下分析
	
首先钱多 程序员这个职业确实是属于前期挣钱的那种 但他同时伴随着的是 前十年基本上在拿命挣后面一辈子的钱 钱多 但人不傻 他们需要攒着 不一定钱多就会给你花
事少 事少的同时代表丧偶式恋爱 我和我对象因为都是程序员 每天忙的飞起 一天都说不到几句话 如果你有一些小情绪小想法这些 对程序员来说应该是没空理你的 需要你自己解决和消化 身边不少同门因为谈了文科女生 她们可能需要更多的陪伴和情感需求 因为没时间做到这些 分手了
鼠的早 这确实是公认的事实 甚至有上班上到猝死的 我们作为程序员每年都在肉眼可见的加速疲惫和衰老 大家多少都有点病"
Vlog打工日常|程序员的返工日第一天,
不想做程序员了，想做,"点轻松的活
	
每天两眼一睁就是班😪"
为什么程序员的社会地位不高？,"我觉得有以下几个原因：
	
1. 教师可以帮你孩子考上好大学，公务员可以帮你少跑冤枉路，程序员不掌握社会资源，很难给别人帮忙
	
2. 大多数程序员不直接面对用户，很难建立人际关系
	
3. 其实，大多数行业的社会地位都不高，程序员只是其中之一。
	
4. 最后，靠自己的双手和头脑去获取相应的报酬，实现人生价值，就是值得尊敬的。"
32岁失业女生 转码学IT第26天，学不动了,"32岁985英语本硕，失业3个半月，学IT第26天，学不动了[捂脸R]
坚持学 IT 20多天，真得非常困难，内容很多啊。
	
开始简单，后来很抽象了，需要足够的热情和兴趣才能坚持✊。
	
最近主要精力在找工作了，还是英语相关行业，在面试几个了。
有个不错的，但工作时间 10 10 6，果断拒绝了。
	
一个月，学累了，还是再继续找找工作了[捂脸R]
IT还是当成兴趣了解吧，工作太难了！"
湾区码农 VS 国内大厂码农？,"就想问问现在这样帅的码农在湾区是什么水平？？
我觉得是天菜了吧，简直直击我的取向
开朗自信长得好/智商情商双在线
在湾区都很少看到这种高质量男性（不是贬义！
也可能跟我喜欢看脱口秀有关，有谁能拒绝庞博呢"
程序员编程时，戴耳机是在听什么？,"在我的感官中，程序员日常的一天，时间往往显的很碎片🧩化，他们很难找到一块较完整的时间用来安安静静的做自己想做的事。
	
如果终于发现有一块较完整的时间，没有人打扰，那像我的话，就会立即戴上耳机，耳机里放一些自己喜欢的音乐，然后全神贯注的投入工作中。
	
这个过程中，效率往往会出奇的高。
	
当戴上耳机后，周围嘈杂的喧闹声就会降低很多，这些声音也许是他人大声讨论问题争的面红耳赤的干架声，又或者是一些闲的蛋疼的人，聊天聊的起劲的嬉闹声。
	
反正不管怎么样，带上耳塞后，确实干扰声会降低很多，然后会让我更加聚精会神专注的做事。
	
那不知道，程序员的你，平时工作的时候，有没有戴耳机🎧的习惯呢？如果你也有戴耳机的习惯，又是处于什么目的呢？欢迎大家把各自的情况，在留言区输出，参与讨论哦……
	
OK，今天的分享先到这里，接下来分享四则我们可爱的知友对于这个问题的精彩答复（见贴图部分），一个比一个精彩，一定看到最后哦。"
作为一名程序员，35岁失业，找了四个月工作未果。其实想想，找到了又能继续干几年呢，理想一点三年后继续被裁，那时候又该如何面对呢，又该如何处理呢。这样的话，反而不是一个找工作而是找出路的问题了，未来的路在哪里，确实有点凌乱了,作为一名程序员，35岁失业，找了四个月工作未果。其实想想，找到了又能继续干几年呢，理想一点三年后继续被裁，那时候又该如何面对呢，又该如何处理呢。这样的话，反而不是一个找工作而是找出路的问题了，未来的路在哪里，确实有点凌乱了
程序员干6年退休vs事业编40年,"[皱眉R]一位大厂程序员吐槽，说事业编一年8万，吭哧吭哧干40年退休，到手也就320万。
[自拍R][自拍R]而他呢，程序员一年60万，6年就挣到360万，轻轻松松“退休”。
[害羞R][害羞R]好家伙，这直接灵魂发问：事业编再爽，能有程序员干六年退休爽？这帖子一出，评论区直接炸锅了，各路神仙纷纷下场开麦。
宝子们你们怎么看[吃瓜R][吃瓜R][吃瓜R]"
170/57kg OOTD，但我真的是个女程序员👩‍💻,"很多人问我是不是程序员👩‍💻
	
是是是是是是是！"
爆笑的程序员梗图！,"·
程序员可能还真笑不出来
·"
专属程序员的地狱级笑话🙏,"代码写不了一点，表情包倒是一大堆
什么时候看见这些梗图能不笑啊😥😥"
程序员的悲哀，是什么？,深有同感
被年薪70万加的程序员表白是什么体验？,被有房有车年薪70万加的算法工程师表白 ，我有点绷不住啦 ！
最顶尖的程序员是不是不屑写注释?,
今日程序员笑话，40元开发一个网站？！,"你永远想不到客户的预算有多低...
要求“前端使用vue+element开发一个pc端宠物网站和vue+vant开发一个移动端网站，类型是宠物网站的。客户预算40，不能谈了。”
你以为40是40k甚至40w，实际是40块[黑薯问号R]
他明明可以直接白嫖的，却还是给了你两份猪脚饭的钱，啊真的我哭死
也有人表示：“怎么不可以谈，30不行吗？”，兄弟，你够狠[捂脸R]"
从一线回成都之后找不到工作,本人22年211硕毕业后，进入大厂做客户端开发，工作两年被裁，5月份回到成都，gap两个月后开始准备找工作，到现在0 offer，成都大厂有岗的都面了，都是一轮游，小公司在boss沟通了好几十家，只有两家公司给面试机会，其他全部未读或者已读不回，不得不承认客户端岗位相较于其他开发岗位更少，自己也不是那种特别热爱技术的，现在在一个自我怀疑、自我否定的阶段，想问问在成都的程序员你们现在都是怎样的一个现状？另外，转行的话可以干些什么？不创业，拒绝破产
公司新来的Java后端，有点水……,以前是背八股文，现在是记背场景题，果然面试测不出来一个人的水平，一点都不影响你去敲代码，建议把面试想简单点，顺的场景题近期有面试的可以直接给，希望对大家面试有帮助，适合3年经验以上的
轻井泽it培训骗局，抖x程序员说日本,
程序员标配,程序员最爱格子衫 不是吗？
在日本学IT的人都后悔了？真相是…,"【讲个笑话：在日本学IT。
再讲一个笑话：学的是Al。】
这是我最近晒AI证书的时候
收到一条来自日本IP的评论[doge]
[叹气R]
这句话让我为某些日本IT人的固步自封感到惋惜。
是的，日本的IT确实在全球属于落后国
但原因远比大家想的复杂，
主要归咎于日本的“先进”管理体制。
在这种体制下，最优秀的人负责设计和制定计划，
其他人则如螺丝钉般，只需按部就班地执行。
再加上【年功序列】，年轻人想要出头难上加难
这种低工资低收益的情况下，进入这个行业的只有庸才
这可能也是这位日本IP的朋友说出这句充满怨气的话的理由之一——身边全是庸才，却只能和他们做同样的工作。
👉但，作为一个诺贝尔奖得主辈出的国家，日本也不是没出过顶级的程序员啊！例如：
【松本行弘】，Ruby编程语言的发明者
【田中邦裕】，开发著名的Linux内核调度算法
🐈
日本IT教育虽然有所滞后，但靠自己完全能学到全球顶尖的知识。
咱们作为中国人，更是可以接触大量国内的资源。
越来越发现，越是顶级的学习资料，越是开源的。
我所关注的大模型领域，主要信息来源其实全是来自谷歌、微软的论文。
特别是现在在日本，我用中、英、日三国语言进行学习，最大的困扰反而成了如何在大量资源中挑选最优质的课程了。[哇R]
其实，我之所以在工作中努力学习IT和AI，危机感是非常强的。原因有二：
📌【原因一：后发优势】
虽然日本在很多技术领域落后，但它有【后发优势】。通过外包和“拿来主义”，日本成功跳过了一些我们早期互联网发展中的中间环节。例如：
🔥DX化正在如火如荼地进行，前后端分离、Docker、AWS等技术已经成为常态。
🔥AI领域更是大胆突破，日本在版权法方面主动做出让步，为AI创新扫清了不少障碍，极大地促进了发展。
📌【原因二：基础教育的改革】
从2025年开始，计算机科目将正式纳入日本的大学入学考试，企业也在大力推动年轻人转向IT和AI行业。这意味着未来有能力的工程师将会越来越多，竞争也会愈加激烈。
✨所以，不要急着嘲笑日本IT的现状。我们能做的，就是不断提升自己，适应这个飞速变化的世界吧。"
上海女程序员的穿搭分享,终于是忙过了双十一，心情都好了
新西兰程序员比996还累,"996算什么？我的生活比你们累多了，还不能划水！
以十几年新西兰程序员的亲身经历来劝退想移民的程序员朋友们。"
这不妥妥就是现实版的李峋吗？,妈呀！！偶然刷到一个帅哥，以为他是做模特的，结果他居然是程序员？还是清华大学毕业的！！！之前在鹅厂上班，身高180+，中俄混血。之前看剧的时候看到男主我还在想，现实生活中怎么可能会有这么帅的程序员，还是省状元？？直到看到这个UP主！！！！！！条件几乎都符合了！！！对不起李峋，是我之前说话太大声了。
程序员薪资高吗？这大概是最真实的薪资情况,"[星R]关于程序员的薪资，一直都比较神秘。网上自媒体的数据也充满着问号。我作为一个C++程序员，从毕业的时候就对行业工资好奇，两年多来，我收集了身边遇到过的朋友的情况。
[星R]真相是程序员的薪资差距巨大，低的几千块也有，高的四五万甚至更高的也有。学历并非衡量薪资的标准，但高学历的薪资普遍会比低学历要高很多。不同方向的薪资均有高有低。但普遍会比其他行业要高一些。
[星R]目前本人正在进行“C++问题解答”。点赞，关注，评论“我要提问”，私信我，我会尽力为你回答问题。"
前端程序员是不是快没了？,
写代码真好玩，我下辈子还当程序员😭,"才五点我就码不动了，好想下班，今天离家时带的零食已经吃完了，我也没电了～🪫
	
昨天去健身房练了背，今天俩胳膊酸的抬不起来了，背上一点感觉都没有🙂‍↔️
	
看上去我还不能脱离教练啊🤔"
太真实了，程序员老婆VS非程序员老婆🤣,"✅闺蜜约会
🏸程序员老婆
闺蜜：亲爱的，晚上出去逛不，最近新开了一家超好吃的，馋死我了
本人：好啊，好久没逛街了
闺蜜：就咱俩哈，带家属好烦的
本人：放心，我家那个想带也带不了，经常加班
~
🏸非程序员老婆
闺蜜：亲爱的，晚上出去逛不，最近新开了一家超好吃的，馋死我了
本人：巧了，这会正和老公逛着呢，要不一起？
闺蜜：那就改天吧，我就不吃你俩的狗粮了
本人：哈哈，那后面找个时间约
·
✅男女问题
🏸程序员老婆：11点了，睡觉了，老公肯定是加班赶项目了
~
🏸非程序员老婆：11点了，还没回来，电话也不接，该不会...
·
✅日常外出
🏸程序员老婆：又背电脑啊，出去就没落下过
~
🏸非程序员老婆：宝贝走累了，要背背我才能好"
日本｜女程序员在宅生活,"在宅快四年了谁懂….
每天醒来开电脑睡个回笼觉，起床一杯咖啡，干活开会摸鱼再加上全天候撸猫，然后六点下班。
公司这几年找的现场都很稳定项目也都不错，搞的自己一点斗志都没有了，每天就是躺平摸鱼，甚至有点怀念刚来日本的时候最难的那两年[笑哭R]
不过想想好像是自从跳槽之后一切就都顺起来了，人生果然是不破不立。
欢迎各位小伙伴找我唠嗑，从大连来日本做it也有个六年多了，多少还是有一些了解的，🇯🇵it相关必定知无不言[大笑R]"
有1⃣️个程序员男友，是什么体验？,快来说说看
和程序员老公读了历史之后，狠狠升级了格局,"📖
今年我带着一群小伙伴一起读历史，其中有一位小伙伴的身份很特殊，就是：我的程序员老公，一个每天都和算法、代码、大数据打交道的男人。
	
🌻
过去一年，我大约读了40本左右的历史书，他读得比较慢，大约多了20本左右，读历史一年，我还是发现：历史深深地影响了他。
	
1⃣️缓解了他的“35岁焦虑”
	
30岁的他，今年想要读历史的原因很简单，因为他有35岁焦虑。
	
❗️❗️他们这个行业，更新换代很快，中年的焦虑感扑面而来。在读了几本历史人物传记之后，他意识到其实人的一生就是充满焦虑的一生，只是这个焦虑，有时候发生在20岁，有时候发生在35岁，有时候发生在50岁。
	
历史上没有一个成功的人是不焦虑的，和焦虑并存，共生，就是历史的馈赠。
	
2⃣️升级了他的对人生和事业的格局
	
处女座+理科生的身份，让他养成了一种“非黑即白”的价值观，眼睛里揉不进沙子，吃过很多亏。
	
但是浅浅读了一些《资治通鉴》和《史记》之后，他发现这个世界从来都不是非黑即白的，好人也有做错事的时候，坏人也有很有为的举动，不要用单一的价值观去评价历史人物和当下遇到的每个人。
	
3⃣️对当下的社会热点问题，有了更深的认知
	
以前他看到社会热点话题，看过也就看过了，不会思考这背后的逻辑。但是看了一些历史书之后，他开始尝试思考每件事情背后的本质。
	
✅因为读历史的过程中，当看到不同的时代，却在发生相同故事的时候，不胜唏嘘之外，他也会去思考：为什么会这样？有避免的可能性吗？深层的推动力是什么？每一次追问和搜索资料，就在潜移默化中，提升了他的认知和思考能力。
	
🌟读历史不是非得为了从里面得到什么，也不是只能以史为鉴，而是很容易提升人的认知视角，从而让平时看问题会变得相对周全。
	
4⃣️两个人有了许多共同话题
	
以前吃饭时看电视，我们都会看综艺节目换换脑子，现在都是历史类的纪录片；家庭背景音也有他喜欢的各种音乐，换成了各种历史类的听书节目，感觉他对历史的热爱更多。
	
我读历史的初心是觉得这块内容欠缺要补上；而男生一旦读历史，感觉是真的彻底投入，并且爱上，开始钻研。
	
🌈附：程序员老公很爱的8本历史书单👇👇
1.《万历十五年》
2.《曾国藩传》
3.《国之枭雄》
4.《雍正帝》
5.《显微镜下的大明》
6.《孔子大历史》
7.《唐代科举与文学》
8.《茶的国度：改变世界进程的中国茶》"
02度厂程序员|人生不过三万天，要活的尽兴,"“在感知爱的能力逐渐增强的过程中
我懂得
会为一件好事而流泪
是我的幸运” ​​​"
月薪4万程序员男朋友对我不抠对自己是真抠,"昨天晚上想吃零食，就让他买零食，小区西门的甘蔗20元一根，东门是18元一根，他打车到地铁口去买了绝味，离家一公里，走到西门问了一下20元一根的甘蔗觉得太贵就去东门买，绕了一大圈，因为上次买过我们知道那边便宜两块钱[捂脸R][捂脸R][捂脸R]，他觉得贵两块钱就心里不愿意。平时购物之后的好评券都会评论返现，以前我是根本不会管的觉得麻烦。自己也不怎么买衣服，很少给自己置办物件。
	
但是对我只要是我要吃要用的都会买，也舍得给我花钱，给我买礼物，带我去旅游，出去通通不会让我花钱，出去约会也会给我买很多小玩意，总之一切都能用心感受。
	
所以找男朋友就找程序员吧，挣的多花的少，还很忙没时间找其他女生，不用担心好暧昧。"
